competitor,rating,standard_error,ci_lower,ci_upper,ci_method,rank
mistral-7b-instruct-v0.2,971.936198400829,26.008612653554952,920.9602543120086,1022.9121424896495,gao_local,27
deepseek-llm-67b-chat,968.9050158334553,9.755367992142757,949.7848459129207,988.02518575399,gao_local,28
llama2-70b-steerlm-chat,968.0387843407271,10.49855817107552,947.4619884358204,988.615580245634,gao_local,29
openchat-3.5,966.9430179261942,6.686410722153387,953.8378937249311,980.0481421274573,gao_local,30
openhermes-2.5-mistral-7b,964.6592928364921,8.763270801027103,947.4835976797075,981.8349879932766,gao_local,31
openchat-3.5-0106,963.3362250062919,16.913004712838593,930.187344898772,996.4851051138116,gao_local,32
wizardlm-13b,956.8610480830705,6.819688282986358,943.4947046626274,970.2273915035136,gao_local,33
dolphin-2.2.1-mistral-7b,955.3279531355041,13.78789465554999,928.3041761879938,982.3517300830143,gao_local,34
gpt-3.5-turbo-1106,954.3959971945599,4.743684949205757,945.0985455401119,963.693448849008,gao_local,35
codellama-34b-instruct,948.8369990168551,7.088711086616687,934.9433805902765,962.7306174434336,gao_local,36
llama-2-13b-chat,944.2348639230136,5.26037756768786,933.924713345263,954.5450145007642,gao_local,37
zephyr-7b-beta,943.5758361896973,5.462442639470445,932.8696453487192,954.2820270306752,gao_local,38
llama-2-7b-chat,941.3066216551304,6.275219534096798,929.0074173732183,953.6058259370423,gao_local,39
pplx-7b-online,939.2967250669202,7.67274580424533,924.2584196280686,954.3350305057719,gao_local,40
guanaco-33b,933.7921715168396,10.219892330322493,913.7615506235304,953.8227924101488,gao_local,41
mpt-30b-chat,926.6829617603353,11.05394757856564,905.0176226193528,948.3483009013177,gao_local,42
zephyr-7b-alpha,925.6502569557216,13.537023852349302,899.1181777472573,952.1823361641858,gao_local,43
vicuna-13b,925.267808958559,4.688350754475192,916.0788103328965,934.4568075842217,gao_local,44
stripedhyena-nous-7b,918.0763067168114,9.051291974470162,900.3361004332934,935.8165130003293,gao_local,45
falcon-180b-chat,912.4217812648432,16.330529339735214,880.4145319104874,944.4290306191989,gao_local,46
qwen-14b-chat,906.6808036802873,8.390445856705078,890.2358319869121,923.1257753736626,gao_local,47
qwen1.5-4b-chat,905.9548663268074,19.428469706789915,867.8757654267716,944.0339672268431,gao_local,48
palm-2,901.0988636183056,6.207195986659624,888.9329830394712,913.2647441971401,gao_local,49
mistral-7b-instruct,899.7682326665076,6.8090871598614235,886.4226670655852,913.1137982674302,gao_local,50
vicuna-7b,883.5701955224247,6.893413241766798,870.0593538380102,897.081037206839,gao_local,51
koala-13b,870.8659061307626,6.8758148321421695,857.3895566953977,884.3422555661276,gao_local,52
chatglm3-6b,841.3143056076391,9.323625716838867,823.0403349973035,859.5882762179747,gao_local,53
gpt4all-13b-snoozy,825.6410521399846,13.976903848010743,798.2468239825041,853.0352802974649,gao_local,54
mpt-7b-chat,810.1823155821168,9.167303670594611,792.2147305524095,828.149900611824,gao_local,55
RWKV-4-Raven-14B,794.7862741468274,8.32085030746012,778.4777072234565,811.0948410701983,gao_local,56
chatglm2-6b,794.4184844768281,12.495356749604033,769.9280352736248,818.9089336800315,gao_local,57
alpaca-13b,793.5804886791542,7.511608757888219,778.8580060477377,808.3029713105708,gao_local,58
oasst-pythia-12b,775.0049193153161,7.279294397272069,760.7377644637987,789.2720741668336,gao_local,59
fastchat-t5-3b,765.9862350133633,8.88679055804606,748.5684455814423,783.4040244452842,gao_local,60
chatglm-6b,745.8918264103362,7.985392256409025,730.2407451853495,761.542907635323,gao_local,61
stablelm-tuned-alpha-7b,711.420720965074,10.366600357304891,691.1025576226364,731.7388843075116,gao_local,62
dolly-v2-12b,708.8899774250875,10.235738100128623,688.8282993936509,728.951655456524,gao_local,63
llama-13b,685.1209742002104,12.587161759875896,660.4505904832739,709.791357917147,gao_local,64
