competitor,rating,standard_error,ci_lower,ci_upper,ci_method,rank
mpt-7b-chat,812.5063832809013,9.153350081759884,794.5661467827651,830.4466197790374,gao_local,55
RWKV-4-Raven-14B,797.1233696574894,8.308926551510709,780.8381728663398,813.408566448639,gao_local,56
chatglm2-6b,796.201938563739,12.461615428958986,771.7776211337907,820.6262559936872,gao_local,57
alpaca-13b,795.8737233908433,7.502033522155346,781.1700078766067,810.57743890508,gao_local,58
oasst-pythia-12b,777.2887036687825,7.270382719475924,763.0390153847873,791.5383919527777,gao_local,59
fastchat-t5-3b,768.4812978663958,8.872431597363764,751.0916514802677,785.870944252524,gao_local,60
chatglm-6b,748.3617686340666,7.97425945687966,732.7325072952046,763.9910299729287,gao_local,61
stablelm-tuned-alpha-7b,714.3816725006188,10.348179657282675,694.0996130667949,734.6637319344429,gao_local,62
dolly-v2-12b,711.7982098127467,10.21722745330519,691.7728119824146,731.8236076430787,gao_local,63
llama-13b,688.7079475983201,12.554834084006075,664.1009249617922,713.3149702348479,gao_local,64
