dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,67,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,6004,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,16505
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,68,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,7414,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,17915
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,69,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,9212,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,9212
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,70,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,1896,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,1896
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,71,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,5164,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,15665
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,72,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,3048,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,13549
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,73,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,2982,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,13483
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,74,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,4401,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,14902
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,75,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,9605,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,9605
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,76,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,3447,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,13948
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,77,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,9201,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,19702
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,78,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,2653,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,2653
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,79,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,6372,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,6372
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,80,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,6286,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,16787
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,81,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,4207,reverse,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,14708
webdev_arena,WebDev Arena,12,ci_aware,drop,drop,,llama-v3.3-70b-instruct,llama-v3.1-405b-instruct,82,qwen-2.5-coder-32b-instruct,llama-v3.1-405b-instruct,1.0,9011,forward,1.0,-0.0043163822629253635,0.0043163822629253635,0.6624747599122749,0.3375252400877251,0.002947420529257212,-0.438720264052038,9011
