top_player,outside_player,top_rank,outside_rank,initial_gap,top_ci_lower,top_ci_upper,outside_ci_lower,outside_ci_upper,initial_overlap
deepseek-llm-67b-chat,zephyr-7b-alpha,27,43,0.24512554033203796,950.2056314556785,988.4665699251818,900.1893336661876,953.3175320828669,True
llama2-70b-steerlm-chat,qwen1.5-7b-chat,28,32,0.04491753307531782,947.7842183669836,988.9687709311361,924.528260814447,996.6187790794189,True
llama2-70b-steerlm-chat,wizardlm-13b,28,33,0.06358004436822662,947.7842183669836,988.9687709311361,943.9600074305642,970.7030119249276,True
llama2-70b-steerlm-chat,dolphin-2.2.1-mistral-7b,28,34,0.06926377979735643,947.7842183669836,988.9687709311361,929.2900352447516,983.398252163965,True
llama2-70b-steerlm-chat,gpt-3.5-turbo-1106,28,35,0.08023688343315877,947.7842183669836,988.9687709311361,945.1394683996597,963.7363723223517,True
llama2-70b-steerlm-chat,codellama-34b-instruct,28,36,0.11069041932901474,947.7842183669836,988.9687709311361,935.2501649966449,963.0450336501563,True
llama2-70b-steerlm-chat,llama-2-13b-chat,28,37,0.13709789491418933,947.7842183669836,988.9687709311361,934.2483962164883,954.8719056882039,True
llama2-70b-steerlm-chat,zephyr-7b-beta,28,38,0.14112307804059082,947.7842183669836,988.9687709311361,933.1533126816313,954.5684973667039,True
llama2-70b-steerlm-chat,llama-2-7b-chat,28,39,0.15512138846918588,947.7842183669836,988.9687709311361,929.127294469605,953.7310043986442,True
llama2-70b-steerlm-chat,pplx-7b-online,28,40,0.1671800363280624,947.7842183669836,988.9687709311361,924.2911517757755,954.377543713014,True
llama2-70b-steerlm-chat,guanaco-33b,28,41,0.19380343178490617,947.7842183669836,988.9687709311361,914.6603958570556,954.7583846425856,True
llama2-70b-steerlm-chat,mpt-30b-chat,28,42,0.2360901584905316,947.7842183669836,988.9687709311361,905.6783930209604,949.0484738258776,True
llama2-70b-steerlm-chat,zephyr-7b-alpha,28,43,0.2396016039170223,947.7842183669836,988.9687709311361,900.1893336661876,953.3175320828669,True
openchat-3.5,qwen1.5-7b-chat,29,32,0.033197204784313566,953.2316611460045,979.449269029813,924.528260814447,996.6187790794189,True
openchat-3.5,wizardlm-13b,29,33,0.05185971607722237,953.2316611460045,979.449269029813,943.9600074305642,970.7030119249276,True
openchat-3.5,dolphin-2.2.1-mistral-7b,29,34,0.05754345150635218,953.2316611460045,979.449269029813,929.2900352447516,983.398252163965,True
openchat-3.5,gpt-3.5-turbo-1106,29,35,0.06851655514215452,953.2316611460045,979.449269029813,945.1394683996597,963.7363723223517,True
openchat-3.5,codellama-34b-instruct,29,36,0.0989700910380105,953.2316611460045,979.449269029813,935.2501649966449,963.0450336501563,True
openchat-3.5,llama-2-13b-chat,29,37,0.12537756662318508,953.2316611460045,979.449269029813,934.2483962164883,954.8719056882039,True
openchat-3.5,zephyr-7b-beta,29,38,0.12940274974958657,953.2316611460045,979.449269029813,933.1533126816313,954.5684973667039,True
openchat-3.5,llama-2-7b-chat,29,39,0.14340106017818163,953.2316611460045,979.449269029813,929.127294469605,953.7310043986442,True
openchat-3.5,pplx-7b-online,29,40,0.15545970803705814,953.2316611460045,979.449269029813,924.2911517757755,954.377543713014,True
openchat-3.5,guanaco-33b,29,41,0.18208310349390192,953.2316611460045,979.449269029813,914.6603958570556,954.7583846425856,True
openchat-3.5,zephyr-7b-alpha,29,43,0.22788127562601804,953.2316611460045,979.449269029813,900.1893336661876,953.3175320828669,True
openhermes-2.5-mistral-7b,qwen1.5-7b-chat,30,32,0.025418023394227468,947.8038456612718,982.1743200733947,924.528260814447,996.6187790794189,True
openhermes-2.5-mistral-7b,wizardlm-13b,30,33,0.04408053468713627,947.8038456612718,982.1743200733947,943.9600074305642,970.7030119249276,True
openhermes-2.5-mistral-7b,dolphin-2.2.1-mistral-7b,30,34,0.04976427011626608,947.8038456612718,982.1743200733947,929.2900352447516,983.398252163965,True
openhermes-2.5-mistral-7b,gpt-3.5-turbo-1106,30,35,0.06073737375206842,947.8038456612718,982.1743200733947,945.1394683996597,963.7363723223517,True
openhermes-2.5-mistral-7b,codellama-34b-instruct,30,36,0.0911909096479244,947.8038456612718,982.1743200733947,935.2501649966449,963.0450336501563,True
openhermes-2.5-mistral-7b,llama-2-13b-chat,30,37,0.11759838523309898,947.8038456612718,982.1743200733947,934.2483962164883,954.8719056882039,True
openhermes-2.5-mistral-7b,zephyr-7b-beta,30,38,0.12162356835950047,947.8038456612718,982.1743200733947,933.1533126816313,954.5684973667039,True
openhermes-2.5-mistral-7b,llama-2-7b-chat,30,39,0.13562187878809553,947.8038456612718,982.1743200733947,929.127294469605,953.7310043986442,True
openhermes-2.5-mistral-7b,pplx-7b-online,30,40,0.14768052664697204,947.8038456612718,982.1743200733947,924.2911517757755,954.377543713014,True
openhermes-2.5-mistral-7b,guanaco-33b,30,41,0.17430392210381582,947.8038456612718,982.1743200733947,914.6603958570556,954.7583846425856,True
openhermes-2.5-mistral-7b,mpt-30b-chat,30,42,0.21659064880944126,947.8038456612718,982.1743200733947,905.6783930209604,949.0484738258776,True
openhermes-2.5-mistral-7b,zephyr-7b-alpha,30,43,0.22010209423593194,947.8038456612718,982.1743200733947,900.1893336661876,953.3175320828669,True
openchat-3.5-0106,qwen1.5-7b-chat,31,32,0.00801608677225582,928.7525006103627,995.1796130848218,924.528260814447,996.6187790794189,True
openchat-3.5-0106,wizardlm-13b,31,33,0.02667859806516462,928.7525006103627,995.1796130848218,943.9600074305642,970.7030119249276,True
openchat-3.5-0106,dolphin-2.2.1-mistral-7b,31,34,0.03236233349429443,928.7525006103627,995.1796130848218,929.2900352447516,983.398252163965,True
openchat-3.5-0106,gpt-3.5-turbo-1106,31,35,0.04333543713009677,928.7525006103627,995.1796130848218,945.1394683996597,963.7363723223517,True
openchat-3.5-0106,codellama-34b-instruct,31,36,0.07378897302595275,928.7525006103627,995.1796130848218,935.2501649966449,963.0450336501563,True
openchat-3.5-0106,llama-2-13b-chat,31,37,0.10019644861112734,928.7525006103627,995.1796130848218,934.2483962164883,954.8719056882039,True
openchat-3.5-0106,zephyr-7b-beta,31,38,0.10422163173752882,928.7525006103627,995.1796130848218,933.1533126816313,954.5684973667039,True
openchat-3.5-0106,llama-2-7b-chat,31,39,0.11821994216612389,928.7525006103627,995.1796130848218,929.127294469605,953.7310043986442,True
openchat-3.5-0106,pplx-7b-online,31,40,0.1302785900250004,928.7525006103627,995.1796130848218,924.2911517757755,954.377543713014,True
openchat-3.5-0106,guanaco-33b,31,41,0.15690198548184417,928.7525006103627,995.1796130848218,914.6603958570556,954.7583846425856,True
openchat-3.5-0106,mpt-30b-chat,31,42,0.1991887121874696,928.7525006103627,995.1796130848218,905.6783930209604,949.0484738258776,True
openchat-3.5-0106,zephyr-7b-alpha,31,43,0.2027001576139603,928.7525006103627,995.1796130848218,900.1893336661876,953.3175320828669,True
openchat-3.5-0106,vicuna-13b,31,44,0.2103689192049397,928.7525006103627,995.1796130848218,916.230968174218,934.6114969012414,True
openchat-3.5-0106,stripedhyena-nous-7b,31,45,0.25254291576423316,928.7525006103627,995.1796130848218,900.3477903086884,935.8419275783647,True
openchat-3.5-0106,falcon-180b-chat,31,46,0.27632286989467447,928.7525006103627,995.1796130848218,881.9146703451534,946.0130452548892,True
openchat-3.5-0106,qwen1.5-4b-chat,31,48,0.33426089426444705,928.7525006103627,995.1796130848218,865.7564547989698,942.0415293801382,True
