competitor,rating,standard_error,ci_lower,ci_upper,ci_method,rank
openhermes-2.5-mistral-7b,819.7885503839915,8.086934846657634,803.9384493392206,835.6386514287624,gao_local,26
openchat-3.5,819.2884151853754,6.190050417189024,807.1561393051977,831.420691065553,gao_local,27
deepseek-llm-67b-chat,818.8871631839254,9.022723887528704,801.20294932192,836.571377045931,gao_local,28
solar-10.7b-instruct-v1.0,814.0268849536982,8.355984389712948,797.6494564944819,830.4043134129145,gao_local,29
llama2-70b-steerlm-chat,813.0414468180313,9.766367491670211,793.8997182745749,832.1831753614877,gao_local,30
gpt-3.5-turbo-1106,812.1663995939884,4.386507247956198,803.5690033700705,820.7637958179066,gao_local,31
dolphin-2.2.1-mistral-7b,809.1364145311562,12.972983200054614,783.709834687006,834.5629943753065,gao_local,32
wizardlm-13b,808.7149332088997,6.361962065355974,796.2457166897918,821.1841497280074,gao_local,33
openchat-3.5-0106,808.0725075335592,16.088167716080818,776.5402782328008,839.6047368343176,gao_local,34
llama-2-13b-chat,797.4006054554509,4.887066858745692,787.82213042227,806.9790804886318,gao_local,35
llama-2-7b-chat,794.6773378423259,5.9041133838827955,783.1054882492747,806.249187435377,gao_local,36
codellama-34b-instruct,794.304320249843,6.566377666140518,781.4344565153194,807.1741839843667,gao_local,37
qwen1.5-7b-chat,792.9810554251567,17.444227892931295,758.7909970169023,827.171113833411,gao_local,38
zephyr-7b-beta,792.1384837330224,5.092008227013803,782.1583309990938,802.1186364669512,gao_local,39
mpt-30b-chat,789.1539470650318,10.34047882569615,768.8869809837684,809.4209131462953,gao_local,40
pplx-7b-online,785.6845472189688,7.1613400777656,771.6485785855049,799.7205158524325,gao_local,41
guanaco-33b,785.3299893104439,9.74366899248772,766.2327490078883,804.4272296129996,gao_local,42
vicuna-13b,779.420810343678,4.379014422211776,770.8380997883614,788.0035208989946,gao_local,43
zephyr-7b-alpha,774.1342778282699,12.28658667542416,750.0530104515087,798.2155452050309,gao_local,44
stripedhyena-nous-7b,770.4624110898982,8.449424195864717,753.901843975902,787.0229782038944,gao_local,45
falcon-180b-chat,762.5086109990164,14.941392999394292,733.2240188413447,791.7932031566882,gao_local,46
qwen-14b-chat,762.4013006199723,7.741030621457662,747.2291593986936,777.573441841251,gao_local,47
palm-2,756.2062863346043,5.736051109364894,744.9638327467682,767.4487399224405,gao_local,48
qwen1.5-4b-chat,750.3889014805094,18.109542337804502,714.8948507219093,785.8829522391095,gao_local,49
mistral-7b-instruct,745.920625415319,6.3056170364578685,733.5618431235594,758.2794077070787,gao_local,50
vicuna-7b,738.2152357448915,6.429393401286123,725.6138562359313,750.8166152538518,gao_local,51
koala-13b,722.9851725570305,6.476866516762882,710.2907474515018,735.6795976625592,gao_local,52
chatglm3-6b,699.3549056300205,8.631893006324269,682.4367062192218,716.2731050408194,gao_local,53
gpt4all-13b-snoozy,676.7682448755986,12.931939848901267,651.4221085215138,702.1143812296834,gao_local,54
mpt-7b-chat,659.4524648640747,8.64986691409746,642.499037241379,676.4058924867703,gao_local,55
alpaca-13b,649.383099117013,7.028597776618348,635.6073006130227,663.1588976210032,gao_local,56
RWKV-4-Raven-14B,649.0809756149619,7.792753515170366,633.80745938483,664.3544918450937,gao_local,57
chatglm2-6b,647.7046762100258,11.658252358265589,624.8549214651462,670.5544309549055,gao_local,58
oasst-pythia-12b,629.2427243923211,6.893340979587358,615.7320243391757,642.7534244454664,gao_local,59
fastchat-t5-3b,617.1880275043055,8.455343930078342,600.6158579244525,633.7601970841584,gao_local,60
chatglm-6b,601.3750477044554,7.617079238393353,586.4458467298166,616.3042486790941,gao_local,61
stablelm-tuned-alpha-7b,566.9807063661603,9.793767187958547,547.7852754047915,586.1761373275292,gao_local,62
dolly-v2-12b,555.2549009217955,9.770363042122138,536.105341243355,574.4044606002361,gao_local,63
llama-13b,538.5472799086018,11.763115507268667,515.4919971683707,561.602562648833,gao_local,64
