dataset_key,dataset_name,variant,action,candidate_mode,target_player_a,target_player_b,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,12,deepseek-v3,llama-v3.3-70b-instruct,1.0,3885,forward,1.0,0.03558574908854241,0.03558574908854241,0.6477508908442051,0.3522491091557949,0.02298107474165233,-2.2993221764976695,3885
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,13,gemini-2.0-flash-exp,llama-v3.3-70b-instruct,1.0,2414,forward,1.0,0.03421236477793985,0.03421236477793985,0.6620718823945302,0.3379281176054698,0.022325581534924088,-2.2993221764976695,2414
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,14,llama-v3.3-70b-instruct,gemini-2.0-flash-exp,0.0,2414,reverse,0.0,0.03421236477793984,0.03421236477793984,0.33792811760546976,-0.33792811760546976,0.022325581534924085,-2.2993221764976695,12915
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,15,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,8753,reverse,0.0,0.028617575357034068,0.028617575357034068,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,19254
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,16,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,6446,forward,0.0,0.028617575357034068,0.028617575357034068,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,6446
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,17,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,6542,forward,0.0,0.028617575357034068,0.028617575357034068,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,6542
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,18,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,4883,reverse,0.0,0.028617575357034068,0.028617575357034068,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,15384
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,19,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,8753,forward,1.0,0.028617575357034058,0.028617575357034058,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,8753
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,20,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,4883,forward,1.0,0.028617575357034058,0.028617575357034058,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,4883
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,21,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,6542,reverse,1.0,0.028617575357034058,0.028617575357034058,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,17043
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,22,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,6446,reverse,1.0,0.028617575357034058,0.028617575357034058,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,16947
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,23,gemini-2.0-flash-thinking-exp-1219,llama-v3.3-70b-instruct,1.0,2889,forward,1.0,0.026525470258783587,0.026525470258783587,0.7370738890943773,0.2629261109056227,0.019394885373447867,-2.2993221764976695,2889
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,24,llama-v3.3-70b-instruct,gemini-2.0-flash-thinking-exp-1219,0.0,2889,reverse,0.0,0.02652547025878358,0.02652547025878358,0.2629261109056226,-0.2629261109056226,0.019394885373447867,-2.2993221764976695,13390
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,25,llama-v3.3-70b-instruct,o1-2024-12-17,0.0,9272,forward,0.0,0.022728826483870517,0.022728826483870517,0.22568689442867462,-0.22568689442867462,0.017748936772050618,-2.2993221764976695,9272
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,26,o1-2024-12-17,llama-v3.3-70b-instruct,1.0,9272,reverse,1.0,0.022728826483870507,0.022728826483870507,0.7743131055713255,0.2256868944286745,0.01774893677205061,-2.2993221764976695,19773
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,27,llama-v3.3-70b-instruct,o1-mini-2024-09-12,0.0,3553,reverse,0.0,0.022407817186184478,0.022407817186184478,0.2225897530170328,-0.2225897530170328,0.01730490696761656,-2.2993221764976695,14054
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,28,o1-mini-2024-09-12,llama-v3.3-70b-instruct,1.0,1512,reverse,1.0,0.022407817186184478,0.022407817186184478,0.7774102469829672,0.22258975301703277,0.017304906967616558,-2.2993221764976695,12013
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,29,o1-mini-2024-09-12,llama-v3.3-70b-instruct,1.0,3553,forward,1.0,0.022407817186184478,0.022407817186184478,0.7774102469829672,0.22258975301703277,0.017304906967616558,-2.2993221764976695,3553
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,30,llama-v3.3-70b-instruct,gemini-1.5-pro-002,1.0,7164,forward,1.0,-0.05570497211126292,0.05570497211126292,0.4513610370244116,0.5486389629755883,0.024761093348277512,-2.2993221764976695,7164
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,31,llama-v3.3-70b-instruct,qwen-2.5-coder-32b-instruct,1.0,6489,reverse,1.0,-0.057707086055132494,0.057707086055132494,0.4309559696567733,0.5690440303432267,0.024471818423983473,-2.2993221764976695,16990
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,32,llama-v3.3-70b-instruct,gpt-4o-2024-11-20,1.0,4596,reverse,1.0,-0.0650738473693552,0.0650738473693552,0.3574242925145829,0.642575707485417,0.022888214048235885,-2.2993221764976695,15097
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,33,llama-v3.3-70b-instruct,deepseek-v3,1.0,2089,forward,1.0,-0.06543863440479761,0.06543863440479761,0.35224910915579494,0.6477508908442051,0.022981074741652337,-2.2993221764976695,2089
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,34,llama-v3.3-70b-instruct,deepseek-v3,1.0,3885,reverse,1.0,-0.06543863440479761,0.06543863440479761,0.35224910915579494,0.6477508908442051,0.022981074741652337,-2.2993221764976695,14386
webdev_arena,WebDev Arena,drop,drop,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,35,llama-v3.3-70b-instruct,o1-mini-2024-09-12,1.0,1512,forward,1.0,-0.07826086536754391,0.07826086536754391,0.2225897530170328,0.7774102469829672,0.01730490696761656,-2.2993221764976695,1512
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,0,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,0.0,10387,forward,0.0,0.09963394649172991,0.09963394649172991,0.09117911362416263,-0.09117911362416263,0.008312136844076305,-2.2993221764976695,10387
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,1,claude-3-5-sonnet-20241022,llama-v3.3-70b-instruct,1.0,10387,reverse,1.0,0.09963394649172991,0.09963394649172991,0.9088208863758372,0.09117911362416276,0.008312136844076317,-2.2993221764976695,20888
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,2,gemini-1.5-pro-002,llama-v3.3-70b-instruct,1.0,7164,reverse,1.0,0.09884104662337513,0.09884104662337513,0.5486389629755883,0.45136103702441166,0.024761093348277512,-2.2993221764976695,17665
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,3,llama-v3.3-70b-instruct,qwen-2.5-coder-32b-instruct,0.0,7539,forward,0.0,0.09865365393735746,0.09865365393735746,0.4309559696567733,-0.4309559696567733,0.024471818423983473,-2.2993221764976695,7539
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,4,qwen-2.5-coder-32b-instruct,llama-v3.3-70b-instruct,1.0,9112,forward,1.0,0.09865365393735746,0.09865365393735746,0.5690440303432266,0.4309559696567734,0.024471818423983476,-2.2993221764976695,9112
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,5,qwen-2.5-coder-32b-instruct,llama-v3.3-70b-instruct,1.0,6489,forward,1.0,0.09865365393735746,0.09865365393735746,0.5690440303432266,0.4309559696567734,0.024471818423983476,-2.2993221764976695,6489
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,6,qwen-2.5-coder-32b-instruct,llama-v3.3-70b-instruct,1.0,7539,reverse,1.0,0.09865365393735746,0.09865365393735746,0.5690440303432266,0.4309559696567734,0.024471818423983476,-2.2993221764976695,18040
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,7,llama-v3.3-70b-instruct,qwen-2.5-coder-32b-instruct,0.0,9112,reverse,0.0,0.09865365393735746,0.09865365393735746,0.4309559696567733,-0.4309559696567733,0.024471818423983473,-2.2993221764976695,19613
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,8,gpt-4o-2024-11-20,llama-v3.3-70b-instruct,1.0,4596,forward,1.0,0.09835812637416025,0.09835812637416025,0.6425757074854171,0.35742429251458285,0.022888214048235885,-2.2993221764976695,4596
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,9,llama-v3.3-70b-instruct,gpt-4o-2024-11-20,0.0,7711,forward,0.0,0.09835812637416025,0.09835812637416025,0.3574242925145829,-0.3574242925145829,0.022888214048235885,-2.2993221764976695,7711
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,10,gpt-4o-2024-11-20,llama-v3.3-70b-instruct,1.0,7711,reverse,1.0,0.09835812637416025,0.09835812637416025,0.6425757074854171,0.35742429251458285,0.022888214048235885,-2.2993221764976695,18212
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,11,llama-v3.3-70b-instruct,gemini-2.0-flash-exp,0.0,2414,reverse,0.0,0.09831397402031117,0.09831397402031117,0.33792811760546976,-0.33792811760546976,0.022325581534924085,-2.2993221764976695,12915
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,12,gemini-2.0-flash-exp,llama-v3.3-70b-instruct,1.0,2414,forward,1.0,0.09831397402031117,0.09831397402031117,0.6620718823945302,0.3379281176054698,0.022325581534924088,-2.2993221764976695,2414
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,13,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,4883,reverse,0.0,0.09814198672139945,0.09814198672139945,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,15384
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,14,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,8753,forward,1.0,0.09814198672139945,0.09814198672139945,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,8753
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,15,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,4883,forward,1.0,0.09814198672139945,0.09814198672139945,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,4883
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,16,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,6446,reverse,1.0,0.09814198672139945,0.09814198672139945,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,16947
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,17,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,6446,forward,0.0,0.09814198672139945,0.09814198672139945,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,6446
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,18,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,6542,forward,0.0,0.09814198672139945,0.09814198672139945,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,6542
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,19,llama-v3.3-70b-instruct,gemini-exp-1206,0.0,8753,reverse,0.0,0.09814198672139945,0.09814198672139945,0.28330533214252385,-0.28330533214252385,0.02023113584038259,-2.2993221764976695,19254
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,20,gemini-exp-1206,llama-v3.3-70b-instruct,1.0,6542,reverse,1.0,0.09814198672139945,0.09814198672139945,0.7166946678574763,0.28330533214252374,0.020231135840382584,-2.2993221764976695,17043
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,21,deepseek-v3,llama-v3.3-70b-instruct,1.0,3885,forward,1.0,0.09808425061037715,0.09808425061037715,0.6477508908442051,0.3522491091557949,0.02298107474165233,-2.2993221764976695,3885
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,22,llama-v3.3-70b-instruct,deepseek-v3,0.0,1815,reverse,0.0,0.09808425061037715,0.09808425061037715,0.35224910915579494,-0.35224910915579494,0.022981074741652337,-2.2993221764976695,12316
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,23,deepseek-v3,llama-v3.3-70b-instruct,1.0,2089,reverse,1.0,0.09808425061037715,0.09808425061037715,0.6477508908442051,0.3522491091557949,0.02298107474165233,-2.2993221764976695,12590
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,24,deepseek-v3,llama-v3.3-70b-instruct,1.0,1815,forward,1.0,0.09808425061037715,0.09808425061037715,0.6477508908442051,0.3522491091557949,0.02298107474165233,-2.2993221764976695,1815
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,25,gemini-2.0-flash-thinking-exp-1219,llama-v3.3-70b-instruct,1.0,2889,forward,1.0,0.09805610928816809,0.09805610928816809,0.7370738890943773,0.2629261109056227,0.019394885373447867,-2.2993221764976695,2889
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,26,llama-v3.3-70b-instruct,gemini-2.0-flash-thinking-exp-1219,0.0,2889,reverse,0.0,0.09805610928816808,0.09805610928816808,0.2629261109056226,-0.2629261109056226,0.019394885373447867,-2.2993221764976695,13390
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,27,claude-3-5-haiku-20241022,llama-v3.3-70b-instruct,1.0,5933,reverse,1.0,0.09802624566554503,0.09802624566554503,0.8370611124406491,0.16293888755935093,0.013759548728387687,-2.2993221764976695,16434
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,28,llama-v3.3-70b-instruct,claude-3-5-haiku-20241022,0.0,5933,forward,0.0,0.09802624566554503,0.09802624566554503,0.16293888755935093,-0.16293888755935093,0.013759548728387687,-2.2993221764976695,5933
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,29,llama-v3.3-70b-instruct,gemini-1.5-pro-002,1.0,7164,forward,1.0,-0.09931835472006562,0.09931835472006562,0.4513610370244116,0.5486389629755883,0.024761093348277512,-2.2993221764976695,7164
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,30,llama-v3.3-70b-instruct,qwen-2.5-coder-32b-instruct,1.0,6489,reverse,1.0,-0.09932266858248756,0.09932266858248756,0.4309559696567733,0.5690440303432267,0.024471818423983473,-2.2993221764976695,16990
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,31,llama-v3.3-70b-instruct,deepseek-v3,1.0,2089,forward,1.0,-0.09942552936058295,0.09942552936058295,0.35224910915579494,0.6477508908442051,0.022981074741652337,-2.2993221764976695,2089
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,32,llama-v3.3-70b-instruct,deepseek-v3,1.0,3885,reverse,1.0,-0.09942552936058295,0.09942552936058295,0.35224910915579494,0.6477508908442051,0.022981074741652337,-2.2993221764976695,14386
webdev_arena,WebDev Arena,flip,flip,,llama-v3.3-70b-instruct,claude-3-5-sonnet-20241022,33,llama-v3.3-70b-instruct,gpt-4o-2024-11-20,1.0,4596,reverse,1.0,-0.09965045046296013,0.09965045046296013,0.3574242925145829,0.642575707485417,0.022888214048235885,-2.2993221764976695,15097
