player,player_index,skill,rating,player_influence_signed,player_influence_abs,fitted_row_count,player_influence_joint_newton,player_influence_joint_newton_abs,player_influence_two_step,player_influence_two_step_abs,degree,bridge_var,closeness,surprise,influence
openchat-3.5,20,-1.055398005344989,1067.8422944568474,0.0024673717857311133,0.028173503565715578,3264,-0.00923326919498857,0.00923326919498857,-0.00923326919498857,0.00923326919498857,1632,0.13524510024228562,0.28874419044837346,0.4853140168258674,0.028173503565715578
dolphin-2.2.1-mistral-7b,29,-1.0290848515422841,1072.413357456042,9.609391727198153e-06,0.0103318794421802,746,-0.009184949930371555,0.009184949930371555,-0.009184949930371555,0.009184949930371555,373,0.09049313950166885,0.27013166691213797,0.47689876792056485,0.0103318794421802
solar-10.7b-instruct-v1.0,47,-1.1090466909097656,1058.522563215989,0.00014648847267556501,0.011092782450589554,1798,-0.00912814511887805,0.00912814511887805,-0.00912814511887805,0.00912814511887805,899,0.0843551291083216,0.360324991173124,0.4784854769957995,0.011092782450589554
falcon-180b-chat,61,-1.3465923289655037,1017.2566592928715,0.0002986002012046658,0.016799812939635596,572,-0.00909894817297896,0.00909894817297896,-0.00909894817297896,0.00909894817297896,286,0.11139544980947692,0.3916060940166469,0.47719243225246244,0.016799812939635596
gpt-3.5-turbo-1106,37,-1.0749561003319585,1064.4447053650952,-0.0002945757632436542,0.03003107544129238,6704,-0.009057554417068903,0.009057554417068903,-0.009057554417068903,0.009057554417068903,3352,0.16578366630156,0.4247076768793567,0.4656604507338053,0.03003107544129238
zephyr-7b-alpha,55,-1.1984613721180994,1042.989642156022,0.0008321119857829351,0.01925488429462889,824,-0.00880802529237279,0.00880802529237279,-0.00880802529237279,0.00880802529237279,412,0.10047263504221571,0.24469645191345493,0.49596069036209117,0.01925488429462889
vicuna-33b,27,-0.9455507167846152,1086.924722966369,0.0018579471547817208,0.04352192886028098,7440,-0.008658605123701868,0.008658605123701868,-0.008658605123701868,0.008658605123701868,3720,0.14018962071773808,0.2579296735931927,0.48734340796939174,0.04352192886028098
openhermes-2.5-mistral-7b,51,-1.025222559475856,1073.0843063088212,-0.00046444930423374803,0.011383879055212091,1904,-0.008603743681622422,0.008603743681622422,-0.008603743681622422,0.008603743681622422,952,0.11149475937350116,0.24922295904707256,0.4829840586285227,0.011383879055212091
llama2-70b-steerlm-chat,12,-1.08333743383657,1062.9887186082776,0.000750209598310719,0.02291784786903649,1334,-0.00857573397880218,0.00857573397880218,-0.00857573397880218,0.00857573397880218,667,0.13145472193844962,0.3895025642593194,0.48119936364885446,0.02291784786903649
starling-lm-7b-alpha,21,-0.8887971563464772,1096.7838262170276,-0.001167071687522406,0.014807376221469392,2268,-0.008185953223510123,0.008185953223510123,-0.008185953223510123,0.008185953223510123,1134,0.09613698452596144,0.22769142703593662,0.4903038518415096,0.014807376221469392
qwen1.5-72b-chat,42,-0.6193060506779412,1143.599226262568,-0.0009757730736484889,0.012983838126480024,1102,-0.00817785697977369,0.00817785697977369,-0.00817785697977369,0.00817785697977369,551,0.13552886923777732,0.35125155012129594,0.4864609734833244,0.012983838126480024
claude-2.1,14,-0.8182965335111716,1109.0310388042737,0.000605243403880988,0.04296748841834848,11166,-0.008115674400249517,0.008115674400249517,-0.008115674400249517,0.008115674400249517,5583,0.15640693901350322,0.3497034262396947,0.4765871678778239,0.04296748841834848
claude-1,13,-0.6464315231814151,1138.8870490516572,0.0012641473054135237,0.046146795292935444,7956,-0.007388821358796371,0.007388821358796371,-0.007388821358796371,0.007388821358796371,3978,0.31808264311899026,0.4901428102020853,0.4544579367823984,0.046146795292935444
deepseek-llm-67b-chat,19,-0.9905246443393869,1079.1119515397475,-0.00031999463364937514,0.006746585353265194,1590,-0.007337609201217621,0.007337609201217621,-0.007337609201217621,0.007337609201217621,795,0.15616152869730482,0.3857211420031438,0.473310253504678,0.006746585353265194
codellama-34b-instruct,34,-1.1798684167981026,1046.2195693151214,0.0004894891172224719,0.04372285236612437,2948,-0.006174822395600521,0.006174822395600521,-0.006174822395600521,0.006174822395600521,1474,0.15264831768735113,0.3606925091601192,0.47755740404242775,0.04372285236612437
mistral-7b-instruct-v0.2,62,-0.9710848131857496,1082.4889960994096,-0.0010792895673364538,0.0062914454388009146,200,-0.0011879340118883253,0.0011879340118883253,-0.0011879340118883253,0.0011879340118883253,100,0.07496575918968469,0.2265602873674324,0.48051927954198875,0.0062914454388009146
