step,policy,target_player,ci_method,ci_width,ci_width_normalized,skill_range,standard_error,variance_proxy,rating,rank,trial,dataset_key,dataset_name,target_rank,target_quantile,ci_width_ratio
12,influence,Carlos Alcaraz,gao_local,137.38511544152504,0.39876033066412364,344.5305484944156,35.04786733970659,0.040703765478355886,939.7825574020513,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9520541379539638
0,arena_active,Carlos Alcaraz,gao_local,144.30388983632383,0.4341413727065755,332.38916838698754,36.81289324053261,0.04490671609352139,921.9065107360553,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,1.0
1,arena_active,Carlos Alcaraz,gao_local,143.60743965160975,0.4324345779541255,332.09055652076984,36.63522411237323,0.04447429782420815,925.920105308635,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9951737254934429
2,arena_active,Carlos Alcaraz,gao_local,142.90535145522563,0.4303499550351042,332.0677736414975,36.45611668950164,0.04404049646496483,929.9433817894237,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9903083805801459
3,arena_active,Carlos Alcaraz,gao_local,142.38180086656575,0.42324714416271253,336.4034532311663,36.32255541164413,0.043718392487566635,932.3537730477096,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9866802691740452
4,arena_active,Carlos Alcaraz,gao_local,141.81419632416237,0.4209379500499288,336.9004773918373,36.17775567377121,0.04337052083488003,935.1931132525066,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9827468717926773
5,arena_active,Carlos Alcaraz,gao_local,141.27647698141504,0.4187395635452201,337.3850700547871,36.04057985141206,0.043042246869040506,937.9046550650024,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9790205734693457
6,arena_active,Carlos Alcaraz,gao_local,140.76575254310842,0.41664625509880193,337.85435683257913,35.91029061080988,0.04273160785441024,940.4976811717926,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9754813449780977
7,arena_active,Carlos Alcaraz,gao_local,140.27930093404734,0.41464552681539174,338.31138131752334,35.78619353226706,0.04243677843883986,942.9765135012389,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9721103228274625
8,arena_active,Carlos Alcaraz,gao_local,139.79357791757457,0.4127764331626293,338.66656787185684,35.66228232259586,0.04214340893907487,945.6250365977879,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9687443496924091
9,arena_active,Carlos Alcaraz,gao_local,137.7099975691193,0.4000088452314368,344.2673811111431,35.13074695641305,0.04089650195579896,934.86372346587,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9543055126602366
10,arena_active,Carlos Alcaraz,gao_local,137.25724491431424,0.39811980947858266,344.7636657268574,35.01524670784306,0.040628031076448114,937.121109701658,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9511680182010186
11,arena_active,Carlos Alcaraz,gao_local,135.3628045648834,0.3865946291943817,350.14145138788854,34.53196222803274,0.03951426509502393,926.9851249328794,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9380398873406542
12,arena_active,Carlos Alcaraz,gao_local,134.92569540174497,0.3847664030544209,350.66911853699776,34.420452739443604,0.039259480773192634,929.0980864700073,2,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),2,0.1,0.9350107994648236
0,influence,Holger Rune,gao_local,185.04811828111792,0.5567212649531158,332.38916838698754,47.20702006280573,0.07384559052138615,773.6219245042779,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,1.0
1,influence,Holger Rune,gao_local,181.32710857315328,0.5452960795496704,332.5296391694237,46.2577654496303,0.0709056257610196,783.7281600303501,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9798916641653614
2,influence,Holger Rune,gao_local,178.05369390671945,0.5349463360018134,332.8440292487878,45.42269534317578,0.06836868036715392,793.3427302716244,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.96220213185971
3,influence,Holger Rune,gao_local,175.2511014766435,0.5252638852240664,333.6439195736541,44.70773515712581,0.06623335185955576,801.333107279752,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9470569228399762
4,influence,Holger Rune,gao_local,172.75304672114237,0.5162679534618702,334.6189620384821,44.07046458093014,0.06435860948550508,808.5638482919644,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9335574353623128
5,influence,Holger Rune,gao_local,170.63583799126798,0.4991748473922868,341.83580940161096,43.53035038838001,0.06279075724617096,814.5649668597937,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9221160397429421
6,influence,Holger Rune,gao_local,167.8954857729285,0.49171161790354123,341.45112635078,42.83126809912497,0.06079015631206314,804.9735385841813,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9073071768169412
7,influence,Holger Rune,gao_local,165.43665462392414,0.48486463723873413,341.2017332632729,42.20400372886116,0.05902264940904119,796.1440612960727,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8940196537021748
8,influence,Holger Rune,gao_local,163.48881291652583,0.4788894802619498,341.39153114638975,41.70709620332433,0.05764097287157651,789.962373690842,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8834935174437168
9,influence,Holger Rune,gao_local,162.04766827855667,0.4703492785248904,344.5262397058855,41.339450509491,0.056629247930518926,782.7796422687484,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8757055720630466
10,influence,Holger Rune,gao_local,162.05521919037403,0.458036315389061,353.80430272809826,41.34137679790161,0.05663452554326595,782.9502013829024,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8757463771892348
11,influence,Holger Rune,gao_local,162.08841818346082,0.44670715622749724,362.8516264487894,41.349846084416214,0.05665773247018011,782.8890441459223,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8759257845422799
12,influence,Holger Rune,gao_local,162.12480191273926,0.4372009541344446,370.8244466979912,41.35912781856174,0.05668317106702284,782.9156060438454,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8761224022091678
0,arena_active,Holger Rune,gao_local,185.04811828111792,0.5567212649531158,332.38916838698754,47.20702006280573,0.07384559052138615,773.6219245042779,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,1.0
1,arena_active,Holger Rune,gao_local,181.80622920732526,0.5343916864754019,340.211559813803,46.379992347152715,0.07128082868812903,780.9266335867845,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9824808319916677
2,arena_active,Holger Rune,gao_local,178.49099030489378,0.5246160481793295,340.23166261181586,45.53425259668236,0.06870491704614445,790.7044924222425,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9645652815217348
3,arena_active,Holger Rune,gao_local,176.18387667334798,0.517598630485627,340.38706112503974,44.945692385947886,0.0669402831339201,783.7504817842514,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9520976398457415
4,arena_active,Holger Rune,gao_local,173.36405923259224,0.5081692043022527,341.15420172033384,44.22633798377566,0.06481467621195296,791.5346483298867,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9368593468711975
5,arena_active,Holger Rune,gao_local,170.77626504048442,0.4997883440602047,341.69717455418015,43.56617427349324,0.06289414876240128,799.1703997448059,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9228749074932378
6,arena_active,Holger Rune,gao_local,168.30922455604343,0.49292641672599946,341.44898476723483,42.93681564652338,0.06109013144045672,790.2076585738672,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.9095430211311557
7,arena_active,Holger Rune,gao_local,166.0069596479783,0.48515522971453684,342.17287474290663,42.34949237777329,0.05943028498070307,796.9326868820106,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8971015819560346
8,arena_active,Holger Rune,gao_local,163.71172604257436,0.47884436821277565,341.8892168526636,41.7639628416419,0.057798264233933055,788.2623220762382,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8846981399393095
9,arena_active,Holger Rune,gao_local,161.37849752166335,0.4717248405098988,342.1030305447248,41.16874054691728,0.05616251619971864,796.3357156842202,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8720893734055885
10,arena_active,Holger Rune,gao_local,159.46578348614923,0.46519517761633583,342.79328582736673,40.68079432683329,0.054839090486001524,802.2162267225008,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8617530670800716
11,arena_active,Holger Rune,gao_local,157.3474286912491,0.4593504183103657,342.5433447301998,40.14038776538383,0.0533917950041084,794.2281068157631,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8503054781254948
12,arena_active,Holger Rune,gao_local,155.3729647295222,0.45329757822532296,342.761515157026,39.63668872364093,0.052060235322986904,801.3955781797283,5,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),5,0.5,0.8396354752091325
0,influence,Andrey Rublev,gao_local,137.44165366587072,0.4134961868127208,332.38916838698754,35.06229062115246,0.04073727408878757,707.0663465143072,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,1.0
1,influence,Andrey Rublev,gao_local,135.77539349623328,0.39773013256514356,341.3756775745294,34.63721644050918,0.03975551297173806,711.9336268306865,8,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.987876599813851
2,influence,Andrey Rublev,gao_local,134.86219024634124,0.3940856405610219,342.2154383863134,34.40425214700806,0.039222533137818344,706.1811647879847,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9812323022116693
3,influence,Andrey Rublev,gao_local,134.0260047785722,0.3904897482336561,343.2254121518588,34.19093560793777,0.03873765838321004,700.8083997629742,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9751483717185027
4,influence,Andrey Rublev,gao_local,133.2445834362544,0.38732219743331164,344.0148391164598,33.9915897657484,0.03828726535488229,695.6860814052865,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9694628948526794
5,influence,Andrey Rublev,gao_local,132.51827181179192,0.38439446351811696,344.74552676679275,33.80630278338764,0.037870997861936345,690.4240718094231,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9641783860804829
6,influence,Andrey Rublev,gao_local,131.84934441871155,0.38185719667779333,345.28442979683973,33.635654904560035,0.03748963143537796,686.4002368278466,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9593113943407985
7,influence,Andrey Rublev,gao_local,131.22074900959524,0.3794491224268846,345.81908681283073,33.47529598621396,0.037133017832386574,682.5822520177398,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9547378506417066
8,influence,Andrey Rublev,gao_local,130.7265469400819,0.3773706527156545,346.41418456719055,33.34922171306112,0.03685384464776939,679.856276827353,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9511421279744373
9,influence,Andrey Rublev,gao_local,130.36455833714945,0.3739562427911343,348.60912432998725,33.25687598482638,0.03665002680752407,676.2174245743555,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.948508365986878
10,influence,Andrey Rublev,gao_local,130.36644791343792,0.3738760929609992,348.68891156150244,33.25735802845153,0.03665108926689814,675.9428391348644,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9485221141937578
11,influence,Andrey Rublev,gao_local,130.37824894679727,0.37345759083813906,349.11125692797805,33.26036855146427,0.036657725028021296,675.6130817222402,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9486079763253938
12,influence,Andrey Rublev,gao_local,130.3948825139414,0.37303597146107753,349.55042540058844,33.26461188636105,0.03666707915926925,675.0852533695149,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9487289990772343
0,arena_active,Andrey Rublev,gao_local,137.44165366587072,0.4134961868127208,332.38916838698754,35.06229062115246,0.04073727408878757,707.0663465143072,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,1.0
1,arena_active,Andrey Rublev,gao_local,136.58756635377608,0.4096909812714903,333.3916844590325,34.84440720114282,0.04023254961237545,701.6197940130771,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9937858190052706
2,arena_active,Andrey Rublev,gao_local,135.97295129252927,0.40765919956222435,333.54564655611216,34.6876147636045,0.0398712883748848,698.1651363369779,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9893139937262982
3,arena_active,Andrey Rublev,gao_local,135.20536351148007,0.4041784608781711,334.5189726778492,34.49179795597334,0.03942240013096958,693.2151566436607,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9837291672884902
4,arena_active,Andrey Rublev,gao_local,134.63916908375666,0.4018536044028271,335.04531901321786,34.34735794784324,0.039092916050847686,690.3041901372686,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9796096415652341
5,arena_active,Andrey Rublev,gao_local,133.94329395192915,0.3986906716233242,335.95793301749575,34.16983551954443,0.03868986116489456,685.7996017644252,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9745465830726521
6,arena_active,Andrey Rublev,gao_local,132.23097814861444,0.38218031478950426,345.99107549912424,33.73301223686649,0.03770697061084567,690.9797009830618,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9620880906313616
7,arena_active,Andrey Rublev,gao_local,131.71503870886488,0.38004737875209166,346.57531158709503,33.60139261430728,0.03741329420144942,688.2683302398054,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9583342108868422
8,arena_active,Andrey Rublev,gao_local,131.0770495651259,0.3771444221273742,347.55134074568605,33.43863729105355,0.03705173385315635,684.1494838615795,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9536923201155774
9,arena_active,Andrey Rublev,gao_local,130.42746495204347,0.3743039696548594,348.4533307843592,33.27292388555063,0.03668540583095027,679.3459639998878,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9489660628583589
10,arena_active,Andrey Rublev,gao_local,130.07333769860236,0.37096866612278884,350.63160201122946,33.1825836404659,0.03648646513253878,675.731387765286,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9463894985927541
11,arena_active,Andrey Rublev,gao_local,129.63896016870626,0.3691885838124781,351.1456362761037,33.07177100989658,0.03624318026998107,673.2946472145309,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9432290481884532
12,arena_active,Andrey Rublev,gao_local,129.09420600065016,0.3667168686196029,352.02690971535367,32.93280055626755,0.035939226253691496,669.6532334045332,9,0,tennis_top10_atp,ATP Top-10 Matchups (2020-2024),9,0.9,0.9392655178210113
0,influence,gpt-4,gao_local,36.08787177928161,0.08330102156741101,433.22243953608245,9.206258906780517,0.002808521568437532,1325.5362128087406,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,1.0
1,influence,gpt-4,gao_local,36.07811459590948,0.08321911295114766,433.5315928816559,9.203769783651415,0.0028070030773740527,1325.8361670027925,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9997296270771575
2,influence,gpt-4,gao_local,36.06839872968021,0.08313551929599673,433.85064573015825,9.201291200803482,0.0028054914244253614,1326.1658177261988,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9994603990581516
3,influence,gpt-4,gao_local,36.06005775656672,0.08307246681442924,434.07953488511646,9.199163362440272,0.002804194010421468,1326.3939494308631,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9992292695206576
4,influence,gpt-4,gao_local,36.054319454730376,0.08303365430337549,434.21332900754544,9.19769948303187,0.0028033016085607476,1326.630114600316,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9990702603701197
5,influence,gpt-4,gao_local,36.05071744232123,0.08299486192852051,434.3728829065344,9.196780585430329,0.00280274150797167,1326.7067538503538,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.998970448099915
6,influence,gpt-4,gao_local,36.05090718828865,0.08299418791933887,434.3786967748407,9.196828990903324,0.0028027710114232624,1326.6897120567621,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9989757059873454
7,influence,gpt-4,gao_local,36.05134502591636,0.08292339610188917,434.7548064917596,9.19694068622812,0.0028028390910450084,1326.4188163607296,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9989878385295576
8,influence,gpt-4,gao_local,36.052057653412476,0.08288057526294844,434.98802390105345,9.19712248229725,0.0028029498996677074,1326.4311021655958,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9990075855376515
9,influence,gpt-4,gao_local,36.05279681837851,0.0828787849659091,435.00633887439676,9.197311048253528,0.0028030648369967506,1326.702717786705,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9990280679027673
10,influence,gpt-4,gao_local,36.05381742536815,0.08285377931341213,435.14994396317013,9.197571411963706,0.002803223541358725,1326.722757114698,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9990563490659204
11,influence,gpt-4,gao_local,36.05482452172032,0.08282664881897935,435.30463970019423,9.197828329019332,0.002803380149220718,1326.7474407820855,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.99908425584741
12,influence,gpt-4,gao_local,36.05622753421744,0.08282302284580546,435.3406371238658,9.198186246947495,0.0028035983310569926,1326.9273576618912,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9991231335209315
0,arena_active,gpt-4,gao_local,36.08787177928161,0.08330102156741101,433.22243953608245,9.206258906780517,0.002808521568437532,1325.5362128087406,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,1.0
1,arena_active,gpt-4,gao_local,36.07948274683076,0.08323754700915409,433.45201826842526,9.20411880815699,0.002807215975232331,1325.7650603046745,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9997675387315118
2,arena_active,gpt-4,gao_local,36.0737096540297,0.08319846394640033,433.58624598249526,9.202646053339357,0.0028063176795520956,1326.0020188077578,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9996075655184509
3,arena_active,gpt-4,gao_local,36.067951779306895,0.08315948709554973,433.7202289122472,9.201177180755993,0.002805421894991607,1326.2385180859478,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9994480140004778
4,arena_active,gpt-4,gao_local,36.0622090607701,0.08312061595323464,433.8539680824723,9.199712174617556,0.0028045286107903416,1326.4745601470577,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9992888824625495
5,arena_active,gpt-4,gao_local,36.056481437003185,0.08308185001992635,433.98746451066506,9.198251019256544,0.0028036378162711543,1326.710146988869,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9991301692028165
6,arena_active,gpt-4,gao_local,36.05076884706409,0.08304318879990773,434.1207192070658,9.19679369912611,0.002802749500839467,1326.9452805992,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9989718725325658
7,arena_active,gpt-4,gao_local,36.04507123047847,0.08300463180123592,434.25373317470417,9.195340198798888,0.002801863653982455,1327.1799629559669,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9988139907760447
8,arena_active,gpt-4,gao_local,36.039388527235815,0.08296617853571059,434.38650740944536,9.193890502965843,0.0028009802652682464,1327.4141960272505,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9986565222703536
9,arena_active,gpt-4,gao_local,36.03372067778514,0.08292782851884146,434.51904290003404,9.192444596435099,0.0028000993243451127,1327.6479817713544,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9984994653653264
10,arena_active,gpt-4,gao_local,36.02806762303044,0.08288958126981454,434.6513406281447,9.191002464130799,0.002799220820940681,1327.8813221368644,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9983428184234042
11,arena_active,gpt-4,gao_local,36.02242930432544,0.08285143631145711,434.7834015684298,9.189564091091956,0.002798344744861144,1328.1142190627068,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.998186579819491
12,arena_active,gpt-4,gao_local,36.01680566347022,0.08281339317020654,434.91522668857203,9.188129462471334,0.0027974710859904753,1328.3466744782022,1,0,mt_bench_human,MT-Bench Human Judgments,1,0.1,0.9980307479408583
0,influence,claude-v1,gao_local,34.46245672954342,0.07954910361164035,433.22243953608245,8.791604591048364,0.0025612247447391657,1232.8763218973677,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,1.0
1,influence,claude-v1,gao_local,34.43533693008226,0.07948542015004717,433.22834382805763,8.784686147731279,0.002557195283247397,1232.513742089841,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9992130625023633
2,influence,claude-v1,gao_local,34.413043720400765,0.07937736882767099,433.53721884019365,8.778998999942447,0.002553885332342511,1232.263569694872,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9985661785655492
3,influence,claude-v1,gao_local,34.398736543914765,0.07933675670836737,433.57880976103536,8.77534914295564,0.0025517622250129635,1232.5535420050603,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9981510260243859
4,influence,claude-v1,gao_local,34.388514228023496,0.07930658564870224,433.6148624573427,8.77274136139122,0.0025502458295682136,1232.8962233194025,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9978544042260187
5,influence,claude-v1,gao_local,34.38203225625671,0.07926330465954096,433.7698561009736,8.77108776677989,0.002549284516531691,1233.0021468481143,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9976663163071086
6,influence,claude-v1,gao_local,34.38329332046919,0.07926290376047267,433.7879599310828,8.771409472745471,0.002549471525281101,1233.269501439697,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.997702908713227
7,influence,claude-v1,gao_local,34.38463726129953,0.07919727966477261,434.1643729032528,8.771752321093953,0.0025496708317180646,1232.9900918873982,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.997741905957123
8,influence,claude-v1,gao_local,34.38611950807763,0.07917154215047909,434.3242353764048,8.772130452220283,0.0025498906579622203,1233.0039330090767,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9977849164363157
9,influence,claude-v1,gao_local,34.38766676984983,0.07914894346480927,434.4677928030595,8.772525169109073,0.002550120136435436,1233.0157153526188,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9978298134610504
10,influence,claude-v1,gao_local,34.389247268695954,0.07911021253499469,434.700478822298,8.772928364999025,0.0025503545550473383,1233.0201241046523,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9978756749287492
11,influence,claude-v1,gao_local,34.39110526150671,0.0791079402147212,434.7364520951952,8.773402351466483,0.0025506301451699597,1233.1915034524668,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.997929588462115
12,influence,claude-v1,gao_local,34.39298292528474,0.07910460538525353,434.77851583715994,8.773881356130094,0.0025509086681507307,1233.2147530007655,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9979840727895896
0,arena_active,claude-v1,gao_local,34.46245672954342,0.07954910361164035,433.22243953608245,8.791604591048364,0.0025612247447391657,1232.8763218973677,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,1.0
1,arena_active,claude-v1,gao_local,34.448156142143034,0.07950849864917499,433.2638237094983,8.787956414981538,0.0025590995672334868,1233.1664207967613,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9995850386548871
2,arena_active,claude-v1,gao_local,34.43793922883174,0.07947833516944335,433.29970557903596,8.78535001165175,0.002557581795367018,1233.5085915393424,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9992885736236365
3,arena_active,claude-v1,gao_local,34.42775728538322,0.07944826398957379,433.33555142125283,8.782752529369143,0.0025560696663536704,1233.8498597513278,3,0,mt_bench_human,MT-Bench Human Judgments,3,0.5,0.9989931233158299
